kw_nonzero_count,kw_nonzero_proportion,non_polluted_days_count,non_polluted_days_proportion,kw_nonzero_for_non_polluted_days_count,kw_nonzero_for_non_polluted_days_proportion,ignore_zero,pearson_correlation,spearman_correlation,city,keyword,pollutant,target_statistic,threshold,threshold_side,threshold_percentile,time_shift
1924,0.39507186858316223,-1,-1,-1,-1,False,0.04474265124112426,0.06112130610536408,atlanta,code orange,CO,max,-1.0,above_threshold,100,-1
