kw_nonzero_count,kw_nonzero_proportion,non_polluted_days_count,non_polluted_days_proportion,kw_nonzero_for_non_polluted_days_count,kw_nonzero_for_non_polluted_days_proportion,ignore_zero,pearson_correlation,spearman_correlation,city,keyword,pollutant,target_statistic,threshold,threshold_side,threshold_percentile,time_shift
4417,0.9069815195071869,-1,-1,-1,-1,False,0.0944489798024681,0.11314670853055395,atlanta,flames,CO,max,-1.0,above_threshold,100,-1
