kw_nonzero_count,kw_nonzero_proportion,non_polluted_days_count,non_polluted_days_proportion,kw_nonzero_for_non_polluted_days_count,kw_nonzero_for_non_polluted_days_proportion,ignore_zero,pearson_correlation,spearman_correlation,city,keyword,pollutant,target_statistic,threshold,threshold_side,threshold_percentile,time_shift
4622,0.949075975359343,4835,0.9928131416837782,4592,0.949741468459152,False,0.10908661142768067,0.14415225183436545,atlanta,diarrhea,CO,max,9.0,below_threshold,100,2
